	sentence	tag
3113	I liked Tom.	0
3114	I misjudged Tom.	0
3115	I promised Tom.	0
3116	I punished Tom.	0
3117	I respected Tom.	0
3118	I shoved Tom.	0
3119	I told Tom.	0
3120	I touched Tom.	0
3121	I warned Tom.	0
3122	I watched Tom.	0
3123	It wasn't Tom.	0
3124	Only Tom smiled.	0
3125	Only Tom stayed.	0
3126	That was Tom.	0
3127	That wasn't Tom.	0
3128	Tom acted alone.	0
3129	Tom approved it.	0
3130	Tom asked again.	0
3131	Tom asked why.	0
3132	Tom attacked me.	0
3133	Tom beat me.	0
3134	Tom believed me.	0
3135	Tom betrayed me.	0
3136	Tom betrayed us.	0
3137	Tom bit me.	0
3138	Tom broke down.	0
3139	Tom broke in.	0
3140	Tom broke it.	0
3141	Tom broke that.	0
3142	Tom called back.	0
3143	Tom called us.	0
3144	Tom called you.	0
3145	Tom came alone.	0
3146	Tom came back.	0
3147	Tom came by.	0
3148	Tom came clean.	0
3149	Tom came close.	0
3150	Tom came closer.	0
3151	Tom came early.	0
3152	Tom came here.	0
3153	Tom came home.	0
3154	Tom came in.	0
3155	Tom came inside.	0
3156	Tom came over.	0
3157	Tom caught Mary.	0
3158	Tom caused this.	0
3159	Tom chased Mary.	0
3160	Tom chose well.	0
3161	Tom denied it.	0
3162	Tom did it.	0
3163	Tom did that.	0
3164	Tom did well.	0
3165	Tom didn't ask.	0
3166	Tom didn't call.	0
3167	Tom didn't care.	0
3168	Tom didn't come.	0
3169	Tom didn't die.	0
3170	Tom didn't fall.	0
3171	Tom didn't know.	0
3172	Tom didn't pass.	0
3173	Tom didn't quit.	0
3174	Tom didn't talk.	0
3175	Tom didn't win.	0
3176	Tom dumped Mary.	0
3177	Tom enjoyed it.	0
3178	Tom expected it.	0
3179	Tom fell apart.	0
3180	Tom fell asleep.	0
3181	Tom felt bad.	0
3182	Tom felt woozy.	0
3183	Tom fired first.	0
3184	Tom fired Mary.	0
3185	Tom fired me.	0
3186	Tom fired once.	0
3187	Tom followed me.	0
3188	Tom followed us.	0
3189	Tom fooled me.	0
3190	Tom fought back.	0
3191	Tom fought well.	0
3192	Tom found Mary.	0
3193	Tom found one.	0
3194	Tom found that.	0
3195	Tom gave up.	0
3196	Tom got away.	0
3197	Tom got beat.	0
3198	Tom got big.	0
3199	Tom got caught.	0
3200	Tom got closer.	0
3201	Tom got dumped.	0
3202	Tom got engaged.	0
3203	Tom got fatter.	0
3204	Tom got furious.	0
3205	Tom isn't thrilled.	0
3206	Tom joined us.	0
3207	Tom jumped back.	0
3208	Tom jumped bail.	0
3209	Tom just called.	0
3210	Tom just came.	0
3211	Tom just died.	0
3212	Tom just glared.	0
3213	Tom just smiled.	0
3214	Tom just stared.	0
3215	Tom just waited.	0
3216	Tom kept going.	0
3217	Tom kept pace.	0
3218	Tom kept pacing.	0
3219	Tom kept silent.	0
3220	Tom kept warm.	0
3221	Tom kept watch.	0
3222	Tom knelt down.	0
3223	Tom knew better.	0
3224	Tom knew it.	0
3225	Tom knows why.	0
3226	Tom leaned down.	0
3227	Tom left it.	0
3228	Tom left Mary.	0
3229	Tom left me.	0
3230	Tom left that.	0
3231	Tom left this.	0
3232	Tom liked it.	0
3233	Tom liked you.	0
3234	Tom lived there.	0
3235	Tom looked away.	0
3236	Tom looked back.	0
3237	Tom looked down.	0
3238	Tom looked up.	0
3239	Tom lost count.	0
3240	Tom lost Mary.	0
3241	Tom loved Mary.	0
3242	Tom loved us.	0
3243	Tom loved you.	0
3244	Tom meant it.	0
3245	Tom meant that.	0
3246	Tom meant well.	0
3247	Tom met Mary.	0
3248	Tom misled Mary.	0
3249	Tom misled me.	0
3250	Tom misled you.	0
3251	Tom missed Mary.	0
3252	Tom moved off.	0
3253	Tom needed food.	0
3254	Tom needed help.	0
3255	Tom needed hope.	0
3256	Tom needed Mary.	0
3257	Tom needed more.	0
3258	Tom needed rest.	0
3259	Tom needed this.	0
3260	Tom needed time.	0
3261	Tom needed us.	0
3262	Tom needed work.	0
3263	Tom needed you.	0
3264	Tom never asked.	0
3265	Tom never came.	0
3266	Tom never cried.	0
3267	Tom never left.	0
3268	Tom never lied.	0
3269	Tom nodded back.	0
3270	Tom nodded OK.	0
3271	Tom nodded once.	0
3272	Tom nodded yes.	0
3273	Tom paged Mary.	0
3274	Tom paged me.	0
3275	Tom paid cash.	0
3276	Tom passed away.	0
3277	Tom passed by.	0
3278	Tom recognized me.	0
3279	Tom rushed in.	0
3280	Tom said that.	0
3281	Tom sat alone.	0
3282	Tom sat calmly.	0
3283	Tom sat down.	0
3284	Tom sat nearby.	0
3285	Tom sat quietly.	0
3286	Tom sat reading.	0
3287	Tom sat still.	0
3288	Tom saw her.	0
3289	Tom saw him.	0
3290	Tom saw Mary.	0
3291	Tom saw me.	0
3292	Tom saw nothing.	0
3293	Tom saw someone.	0
3294	Tom saw them.	0
3295	Tom saw us.	0
3296	Tom saw you.	0
3297	Tom seemed agitated.	0
3298	Tom seemed depressed.	0
3299	Tom seemed fine.	0
3300	Tom seemed hurt.	0
3301	Tom seemed OK.	0
3302	Tom seemed sad.	0
3303	Tom seemed successful.	0
3304	Tom seemed troubled.	0
3305	Tom seemed upset.	0
3306	Tom shot her.	0
3307	Tom shot him.	0
3308	Tom shot me.	0
3309	Tom shot twice.	0
3310	Tom shut up.	0
3311	Tom sipped wine.	0
3312	Tom slowed down.	0
3313	Tom spoke first.	0
3314	Tom spoke up.	0
3315	Tom stabbed her.	0
3316	Tom stabbed him.	0
3317	Tom stabbed Mary.	0
3318	Tom stabbed me.	0
3319	Tom stared back.	0
3320	Tom stayed calm.	0
3321	Tom stayed cool.	0
3322	Tom stayed here.	0
3323	Tom stayed over.	0
3324	Tom stayed put.	0
3325	Tom stood alone.	0
3326	Tom stood back.	0
3327	Tom stood by.	0
3328	Tom stood rigid.	0
3329	Tom stood there.	0
3330	Tom stood up.	0
3331	Tom stopped by.	0
3332	Tom stopped me.	0
3333	Tom tensed up.	0
3334	Tom texted Mary.	0
3335	Tom texted me.	0
3336	Tom told her.	0
3337	Tom told him.	0
3338	Tom told Mary.	0
3339	Tom told me.	0
3340	Tom told us.	0
3341	Tom took cover.	0
3342	Tom took it.	0
3343	Tom took notes.	0
3344	Tom took off.	0
3345	Tom took over.	0
3346	Tom tricked me.	0
3347	Tom tried again.	0
3348	Tom trusted her.	0
3349	Tom trusted him.	0
3350	Tom trusted me.	0
3351	Tom turned away.	0
3352	Tom turned over.	0
3353	Tom turned red.	0
3354	Tom waited up.	0
3355	Tom walked away.	0
3356	Tom walked in.	0
3357	Tom walked off.	0
3358	Tom walked past.	0
3359	Tom wanted it.	0
3360	Tom wanted out.	0
3361	Tom wants you.	0
3362	Tom warned him.	0
3363	Tom warned Mary.	0
3364	Tom warned us.	0
3365	Tom was abusive.	0
3366	Tom was acquitted.	0
3367	Tom was addicted.	0
3368	Tom was afraid.	0
3369	Tom was alive.	0
3370	Tom was alone.	0
3371	Tom was amazing.	0
3372	Tom was angry.	0
3373	Tom was appalled.	0
3374	Tom was ashamed.	0
3375	Tom was asleep.	0
3376	Tom was assaulted.	0
3377	Tom was attacked.	0
3378	Tom was available.	0
3379	Tom was bald.	0
3380	Tom was better.	0
3381	Tom was big.	0
3382	Tom was blacklisted.	0
3383	Tom was brilliant.	0
3384	Tom was broke.	0
3385	Tom was clean.	0
3386	Tom was clever.	0
3387	Tom was cold.	0
3388	Tom was concerned.	0
3389	Tom was cool.	0
3390	Tom was cooperative.	0
3391	Tom was crazy.	0
3392	Tom was cute.	0
3393	Tom was dangerous.	0
3394	Tom was dead.	0
3395	Tom was delirious.	0
3396	Tom was delusional.	0
3397	Tom was deported.	0
3398	Tom was desperate.	0
3399	Tom was detained.	0
3400	Tom was different.	0
3401	Tom was dirty.	0
3402	Tom was dismissed.	0
3403	Tom was distraught.	0
3404	Tom was distressed.	0
3405	Tom was drunk.	0
3406	Tom was dumbstruck.	0
3407	Tom was elderly.	0
3408	Tom was excited.	0
3409	Tom was exhausted.	0
3410	Tom was extraordinary.	0
3411	Tom was famous.	0
3412	Tom was fantastic.	0
3413	Tom was fast.	0
3414	Tom was fine.	0
3415	Tom was flabbergasted.	0
3416	Tom was flattered.	0
3417	Tom was fortunate.	0
3418	Tom was fun.	0
3419	Tom was funny.	0
3420	Tom was gone.	0
3421	Tom was good.	0
3422	Tom was great.	0
3423	Tom was guilty.	0
3424	Tom was heartbroken.	0
3425	Tom was here.	0
3426	Tom was hesitant.	0
3427	Tom was hilarious.	0
3428	Tom was home.	0
3429	Tom was hospitalized.	0
3430	Tom was hungry.	0
3431	Tom was hysterical.	0
3432	Tom was innocent.	0
3433	Tom was insane.	0
3434	Tom was interrupted.	0
3435	Tom was irrational.	0
3436	Tom was killed.	0
3437	Tom was kind.	0
3438	Tom was late.	0
3439	Tom was lost.	0
3440	Tom was magnificent.	0
3441	Tom was married.	0
3442	Tom was mistaken.	0
3443	Tom was naked.	0
3444	Tom was negligent.	0
3445	Tom was outside.	0
3446	Tom was pale.	0
3447	Tom was persistent.	0
3448	Tom was poisoned.	0
3449	Tom was prepared.	0
3450	Tom was quick.	0
3451	Tom was recommended.	0
3452	Tom was rejected.	0
3453	Tom was released.	0
3454	Tom was remarkable.	0
3455	Tom was rich.	0
3456	Tom was sad.	0
3457	Tom was safe.	0
3458	Tom was serious.	0
3459	Tom was shy.	0
3460	Tom was sick.	0
3461	Tom was silent.	0
3462	Tom was smart.	0
3463	Tom was sober.	0
3464	Tom was special.	0
3465	Tom was strangled.	0
3466	Tom was strong.	0
3467	Tom was stunned.	0
3468	Tom was subpoenaed.	0
3469	Tom was successful.	0
3470	Tom was surrounded.	0
3471	Tom was suspicious.	0
3472	Tom was sweet.	0
3473	Tom was terrific.	0
3474	Tom was there.	0
3475	Tom was thrilled.	0
3476	Tom was unarmed.	0
3477	Tom was unconscious.	0
3478	Tom was unsuccessful.	0
3479	Tom was upset.	0
3480	Tom was warm.	0
3481	Tom wasn't afraid.	0
3482	Tom wasn't angry.	0
3483	Tom wasn't armed.	0
3484	Tom wasn't bald.	0
3485	Tom wasn't clear.	0
3486	Tom wasn't crazy.	0
3487	Tom wasn't fired.	0
3488	Tom wasn't funny.	0
3489	Tom wasn't here.	0
3490	Tom wasn't home.	0
3491	Tom wasn't honest.	0
3492	Tom wasn't hurt.	0
3493	Tom wasn't impressed.	0
3494	Tom wasn't interested.	0
3495	Tom wasn't invited.	0
3496	Tom wasn't involved.	0
3497	Tom wasn't married.	0
3498	Tom wasn't paranoid.	0
3499	Tom wasn't perfect.	0
3500	Tom wasn't ready.	0
3501	Tom wasn't there.	0
3502	Tom wasn't truthful.	0
3503	Tom wasn't unconscious.	0
3504	Tom weighed it.	0
3505	Tom went away.	0
3506	Tom went back.	0
3507	Tom went crazy.	0
3508	Tom went first.	0
3509	Tom went home.	0
3510	Tom went insane.	0
3511	Tom went inside.	0
3512	Tom went nuts.	0
3513	Tom went out.	0
3514	Tom went pale.	0
3515	Tom winked back.	0
3516	Tom woke up.	0
3517	Tom wore gloves.	0
3518	Tom wore this.	0
3519	Tom worked here.	0
3520	Tom's phone rang.	0
3521	We adopted Tom.	0
3522	We arrested Tom.	0
3523	We captured Tom.	0
3524	We caught Tom.	0
3525	We followed Tom.	0
3526	We found Tom.	0
3527	We heard Tom.	0
3528	We helped Tom.	0
3529	We hired Tom.	0
3530	We loved Tom.	0
3531	We misjudged Tom.	0
3532	We miss Tom.	0
3533	We saw Tom.	0
3534	We tricked Tom.	0
3535	We trusted Tom.	0
3536	Where was Tom?	0
3537	Who found Tom?	0
3538	Who hired Tom?	0
3539	Who kissed Tom?	0
3540	Who shot Tom?	0
3541	Who told Tom?	0
3542	You killed Tom.	0
3543	You scared Tom.	0
3544	We all agreed.	0
3545	We all laughed.	0
3546	We all quit.	0
3547	We already ate.	0
3548	We already tried.	0
3549	We barely spoke.	0
3550	We beat them.	0
3551	We both cried.	0
3552	We both won.	0
3553	We closed early.	0
3554	We considered it.	0
3555	We declared war.	0
3556	We did fine.	0
3557	We did great.	0
3558	We did that.	0
3559	We didn't agree.	0
3560	We didn't ask.	0
3561	We didn't fail.	0
3562	We didn't kiss.	0
3563	We didn't know.	0
3564	We didn't notice.	0
3565	We didn't talk.	0
3566	We didn't try.	0
3567	We drank beer.	0
3568	We fed ourselves.	0
3569	We fell asleep.	0
3570	We fixed that.	0
3571	We found it.	0
3572	We found one.	0
3573	We got away.	0
3574	We had breakfast.	0
3575	We had fun.	0
3576	We had lunch.	0
3577	We heard gunfire.	0
3578	We heard shots.	0
3579	We heard voices.	0
3580	We heard you.	0
3581	We just finished.	0
3582	We just met.	0
3583	We just stopped.	0
3584	We just talked.	0
3585	We knew enough.	0
3586	We knew that.	0
3587	We looked up.	0
3588	We lost it.	0
3589	We made mistakes.	0
3590	We meant well.	0
3591	We met before.	0
3592	We met earlier.	0
3593	We met today.	0
3594	We missed you.	0
3595	We needed help.	0
3596	We sat down.	0
3597	We sat there.	0
3598	We saw it.	0
3599	We saw nothing.	0
3600	We saw something.	0
3601	We saw you.	0
3602	We shook hands.	0
3603	We split up.	0
3604	We stayed back.	0
3605	We stayed clear.	0
3606	We stayed inside.	0
3607	We stole it.	0
3608	We stopped it.	0
3609	We tried that.	0
3610	We trusted you.	0
3611	We walked here.	0
3612	We went inside.	0
3613	We went out.	0
3614	We went sailing.	0
3615	We went shopping.	0
3616	We were alone.	0
3617	We were attacked.	0
3618	We were bored.	0
3619	We were captured.	0
3620	We were close.	0
3621	We were drunk.	0
3622	We were enemies.	0
3623	We were framed.	0
3624	We were good.	0
3625	We were innocent.	0
3626	We were lost.	0
3627	We were lucky.	0
3628	We were partners.	0
3629	We were rebels.	0
3630	We were wrong.	0
3631	We were young.	0
3632	We weren't lucky.	0
3633	We won today.	0
3634	We'll fix that.	0
3635	They all changed.	0
3636	They all cheered.	0
3637	They all died.	0
3638	They all drank.	0
3639	They all entered.	0
3640	They all giggled.	0
3641	They all hugged.	0
3642	They all knew.	0
3643	They all laughed.	0
3644	They all left.	0
3645	They all looked.	0
3646	They all reacted.	0
3647	They all rose.	0
3648	They all sat.	0
3649	They all smiled.	0
3650	They all stood.	0
3651	They all stopped.	0
3652	They all talked.	0
3653	They all walked.	0
3654	They all watched.	0
3655	They angered me.	0
3656	They both died.	0
3657	They both left.	0
3658	They both smiled.	0
3659	They bought it.	0
3660	They buried it.	0
3661	They called me.	0
3662	They came back.	0
3663	They came in.	0
3664	They caught me.	0
3665	They caught Tom.	0
3666	They demoted you.	0
3667	They didn't run.	0
3668	They drove away.	0
3669	They drove home.	0
3670	They drove off.	0
3671	They fell silent.	0
3672	They fixed it.	0
3673	They forgave you.	0
3674	They found this.	0
3675	They found Tom.	0
3676	They found us.	0
3677	They gave up.	0
3678	They got crushed.	0
3679	They got it.	0
3680	They got stuck.	0
3681	They got tired.	0
3682	They got Tom.	0
3683	They had nothing.	0
3684	They had some.	0
3685	They heard it.	0
3686	They heard Tom.	0
3687	They held hands.	0
3688	They helped me.	0
3689	They helped Tom.	0
3690	They hired me.	0
3691	They hired Tom.	0
3692	They hugged tearfully.	0
3693	They hugged Tom.	0
3694	They hurried off.	0
3695	They hurried on.	0
3696	They hurried out.	0
3697	They hurt Tom.	0
3698	They ignored me.	0
3699	They ignored Tom.	0
3700	They just ended.	0
3701	They just looked.	0
3702	They kept moving.	0
3703	They killed Tom.	0
3704	They knew me.	0
3705	They looked away.	0
3706	They looked back.	0
3707	They lost again.	0
3708	They lost it.	0
3709	They loved it.	0
3710	They loved Tom.	0
3711	They loved you.	0
3712	They meant well.	0
3713	They missed Tom.	0
3714	They never came.	0
3715	They ran outside.	0
3716	They said no.	0
3717	They said that.	0
3718	They said yes.	0
3719	They sat down.	0
3720	They saw me.	0
3721	They saw nothing.	0
3722	They saw Tom.	0
3723	They seem moved.	0
3724	They seemed OK.	0
3725	They seemed real.	0
3726	They shook hands.	0
3727	They shot me.	0
3728	They shot Tom.	0
3729	They shut up.	0
3730	They slowed down.	0
3731	They split up.	0
3732	They spotted Tom.	0
3733	They stood there.	0
3734	They visited us.	0
3735	They walked away.	0
3736	They went away.	0
3737	They went back.	0
3738	They went crazy.	0
3739	They went in.	0
3740	They went inside.	0
3741	They went there.	0
3742	They were afraid.	0
3743	They were closed.	0
3744	They were dead.	0
3745	They were dirty.	0
3746	They were fake.	0
3747	They were family.	0
3748	They were FBI.	0
3749	They were fine.	0
3750	They were good.	0
3751	They were here.	0
3752	They were heroes.	0
3753	They were kids.	0
3754	They were killed.	0
3755	They were lucky.	0
3756	They were mine.	0
3757	They were nice.	0
3758	They were right.	0
3759	They were scared.	0
3760	They were sick.	0
3761	They were soldiers.	0
3762	They were there.	0
3763	They were unfair.	0
3764	They were weak.	0
3765	They were wrong.	0
3766	They were young.	0
3767	They were yours.	0
3768	They worked hard.	0
3769	They've all left.	0
3770	I found Tom.	0
3771	I missed Tom.	0
3772	I promoted Tom.	0
3773	I saw Tom.	0
3774	I shot Tom.	0
3775	Tom checked out.	0
3776	Tom didn't show.	0
3777	Tom explained it.	0
