as_tags,type
"['VB', 'JJ', 'CC', 'VB', 'PRP', 'NN', '.']",present simple
"['VBP', 'PRP', 'RB', 'RB', ',', 'IN', 'PRP', 'VBP', '.']",present simple
"['VB', 'PRP', 'RP', 'IN', 'PRP', 'VBP', 'PRP', '.']",present simple
"['NNP', 'RP', 'PRP$', 'NN', 'NN', 'IN', 'PRP', 'VBP', '.']",present simple
"['VB', 'PRP', 'IN', 'DT', 'NN', 'VBZ', 'IN', 'NNP', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'CC', 'VB', 'DT', 'NN', 'NN', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'VBN', 'IN', 'VBG', 'NNS', '.']",present simple
"['VB', 'DT', 'NN', 'TO', 'VB', 'WP', 'DT', 'JJ', 'NN', 'POS', 'NN', 'VBZ', 'IN', '.']",present simple
"['VBP', 'RB', 'VB', 'VB', 'IN', 'DT', 'NN', 'NN', 'PRP', 'VBP', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', '.', 'PRP', 'MD', 'VB', 'IN', 'PRP', '.']",present simple
"['PRP', 'VBZ', 'RB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'IN', 'PRP', 'VBP', 'VBG', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'TO', 'PRP', '.']",present simple
"['PRP', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'PRP$', 'NNS', '.']",present simple
"['PRP$', 'NN', 'VBZ', 'IN', 'RB', '.']",present simple
"['PRP$', 'NN', 'NNS', 'IN', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'PRP', '.']",present simple
"['VB', 'PRP', 'VB', 'PRP', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'RB', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', 'RB', '.']",present simple
"['NN', 'IN', 'PRP$', 'JJ', 'NN', '.']",present simple
"['NNP', 'RB', 'IN', 'PRP', '.']",present simple
"['IN', 'PRP', 'PRP$', 'NN', '.']",present simple
"['PRP', 'VBP', 'RB', 'IN', 'CD', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'CD', 'NNS', '.']",present simple
"['PRP', 'VBP', 'NN', '.']",present simple
"['PRP', 'VBP', 'JJ', 'IN', 'NNS', '.']",present simple
"['PRP', 'VBP', 'RB', 'JJ', '.']",present simple
"['PRP', 'VBP', 'RB', 'JJ', 'IN', 'NNP', '.']",present simple
"['PRP', 'VBP', 'TO', 'VB', 'NN', '.']",present simple
"['PRP', 'VBP', 'IN', 'PRP', 'RB', '.']",present simple
"['PRP', 'VBP', 'PRP', 'RB', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'CD', 'NNS', '.']",present simple
"['PRP', 'VBP', 'TO', 'VB', '.']",present simple
"['PRP', 'VBP', 'JJ', 'IN', 'PRP', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', 'NN', '.']",present simple
"['PRP', 'RB', 'IN', 'NN', '.']",present simple
"['VB', 'PRP', 'VB', 'IN', 'DT', 'NN', '.']",present simple
"['PRP', 'VBZ', 'RB', 'VB', 'PRP', '.']",present simple
"['VB', 'RP', 'PRP$', 'NNS', 'CC', 'NNS', '.']",present simple
"['VB', 'DT', 'NNS', 'IN', 'PRP', 'VBP', '.']",present simple
"['VB', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'PRP', 'VBP', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NNS', 'IN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'NN', '.']",present simple
"['NN', 'IN', 'PRP', 'IN', 'PRP$', 'NNS', 'VBD', '.']",present simple
"['VB', 'PRP$', 'NNS', 'RB', '.']",present simple
"['PRP', 'VBP', 'PRP', '.']",present simple
"['PRP', 'VBZ', 'RB', 'DT', 'NN', 'WP', 'VBZ', 'DT', 'NN', 'RBS', 'RB', '.']",present simple
"['VBZ', 'IN', 'JJ', '.']",present simple
"['PRP', 'VBP', 'RB', 'JJ', '.']",present simple
"['PRP', 'RB', 'VBZ', 'IN', 'PRP$', 'NNS', '.']",present simple
"['PRP', 'VBP', 'RB', 'NN', '.']",present simple
"['PRP', 'VBP', 'VB', 'RB', '.']",present simple
"['PRP', 'VBP', 'RB', 'VBN', '.']",present simple
"['PRP', 'VBZ', 'RB', 'JJ', '.']",present simple
"['NNP', 'IN', 'DT', 'NNS', '.']",present simple
"['VB', 'PRP', 'DT', 'JJ', 'NN', '.']",present simple
"['VB', 'PRP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP$', 'NN', 'VBZ', 'DT', 'NN', '.']",present simple
"['VB', 'PRP$', 'NNS', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'PRP$', 'NNS', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'CD', 'NN', 'DT', 'NN', 'IN', 'DT', 'IN', 'DT', 'NN', 'VBZ', 'VBN', '.']",present simple
"['NNP', 'JJ', 'DT', 'NN', '.']",present simple
"['NNP', 'PRP$', 'NNS', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'RB', 'DT', 'NN', '.']",present simple
"['VB', 'TO', 'VB', 'IN', 'NN', 'IN', 'PRP', ',', 'RB', 'IN', 'NN', '.']",present simple
"['VBG', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['DT', 'VBZ', 'RB', '.']",present simple
"['DT', 'VBZ', 'RB', '.']",present simple
"['NN', 'PRP', 'RP', ',', 'NN', '.']",present simple
"['NN', 'PRP', 'RP', '.']",present simple
"['PDT', 'DT', 'NNS', 'VBP', 'VBN', '.']",present simple
"['PRP', 'VBP', 'VBN', '.']",present simple
"['PRP$', 'NN', 'VBZ', 'RB', '.']",present simple
"['PRP$', 'NN', 'VBZ', 'JJ', '.']",present simple
"['NN', 'VBZ', 'NN', '.']",present simple
"['NNP', 'NN', 'RB', 'TO', 'VB', 'DT', 'NN', 'NN', '.']",present simple
"['VB', 'TO', 'PRP', 'IN', 'PRP$', 'NN', 'VBZ', 'VBN', 'RP', 'IN', 'PRP', 'VBP', 'TO', 'NN', '.']",present simple
"['NNP', 'VBP', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP$', 'NN', '.']",present simple
"['NNP', 'VBZ', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', '.']",present simple
"['PRP', 'VBZ', 'IN', 'JJ', '.']",present simple
"['VBZ', 'PRP', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'NN', '.']",present simple
"['NNP', 'RP', 'WRB', 'PRP$', 'NN', 'VBZ', 'VBN', '.']",present simple
"['VB', 'PRP$', 'NN', 'IN', 'JJ', '.']",present simple
"['VBP', 'IN', 'PRP', 'VBD', 'PRP', 'TO', 'VB', '.']",present simple
"['DT', 'NN', 'VBZ', 'IN', '.']",present simple
"['VB', 'RP', 'DT', 'NN', '.']",present simple
"['RB', 'PRP', 'VBZ', 'JJ', '.']",present simple
"['NNP', 'CC', 'VB', 'PRP', 'DT', 'NN', 'IN', 'NN', '.']",present simple
"['VB', 'PRP', 'RP', 'IN', 'CD', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['NNP', 'TO', 'VB', 'PRP', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', 'IN', 'JJ', 'NN', ',', 'CC', 'MD', 'PRP', 'VB', 'DT', 'NN', '.']",present simple
"['NNP', 'TO', 'VB', 'PRP', 'IN', 'DT', 'NN', 'NN', 'NN', '.']",present simple
"['NNP', 'TO', 'VB', 'DT', 'NN', 'NN', 'NN', '.']",present simple
"['VBP', 'PRP', 'VB', 'JJ', 'NN', 'NN', '.']",present simple
"['VB', 'PRP', 'IN', 'CD', 'NN', 'NN', '.']",present simple
"['VB', 'PRP', 'IN', 'CD', 'NN', 'NN', '.']",present simple
"['NN', 'DT', 'NN', 'NN', 'NN', '.']",present simple
"['VB', 'RP', 'IN', 'CD', 'NN', 'NN', '.']",present simple
"['VB', 'RP', 'JJ', 'NN', 'NN', '.']",present simple
"['NNP', 'IN', 'NN', 'NN', '.']",present simple
"['VB', 'PRP', 'IN', 'DT', 'NN', 'NN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'PRP', 'NN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'PRP', 'RP', 'NN', 'NN', '.']",present simple
"['NNP', 'NN', 'NN', '.']",present simple
"['NNP', 'TO', 'PRP$', 'NN', 'NN', 'NN', '.']",present simple
"['VB', 'JJ', 'TO', 'VB', 'IN', 'TO', 'VB', 'PRP', 'NN', 'NN', '.']",present simple
"['NN', 'VBZ', 'NNP', 'NNP', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'JJ', 'IN', 'NN', 'NN', '.']",present simple
"['VB', 'PRP', 'RP', 'JJ', 'NN', 'NN', '.']",present simple
"['NN', 'VBZ', 'NNP', 'POS', 'NNP', '.']",present simple
"['NNP', 'RB', 'NN', '.']",present simple
"['NNP', 'VBP', 'PRP', 'RB', 'NN', '.']",present simple
"['NNP', 'IN', 'PRP$', 'NN', 'IN', 'NN', '.']",present simple
"['VB', 'PRP', 'PRP$', 'NN', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'IN', 'PRP', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'PRP', 'NN', '.']",present simple
"['NNP', 'CC', 'VB', 'PRP', 'NN', '.']",present simple
"['PRP', 'VBZ', 'RB', 'JJ', '.']",present simple
"['RB', 'VB', 'DT', 'NN', 'IN', 'PRP', '.']",present simple
"['NNP', 'VBZ', 'NN', '.']",present simple
"['PRP', 'VBZ', 'RB', 'JJ', '.']",present simple
"['NNP', 'IN', 'DT', 'NN', '.']",present simple
"['NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNS', 'VBP', 'TO', 'VB', 'IN', 'NNP', '.']",present simple
"['NNP', 'NNS', 'RB', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['NNP', 'RP', 'CC', 'VB', '.']",present simple
"['NNP', 'PRP$', 'JJ', 'NN', '.']",present simple
"['PRP$', 'NNS', 'RB', '.']",present simple
"['PRP$', 'NNS', 'VBP', 'RB', '.']",present simple
"['VB', 'PRP$', 'NNS', '.']",present simple
"['VB', 'PRP$', 'NNS', 'VBP', '.']",present simple
"['VB', 'PRP$', 'NNS', ',', 'NN', '.']",present simple
"['VB', 'RP', '.']",present simple
"['NNP', 'PRP$', 'NNS', '.']",present simple
"['RB', 'PRP$', 'NNS', ',', 'CC', 'NN', 'TO', 'VB', '.']",present simple
"['RB', 'PRP$', 'NNS', ',', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP$', 'NNS', '.']",present simple
"['NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NNS', 'VBD', '.']",present simple
"['RB', 'PRP$', 'NNS', 'CC', 'VB', 'TO', 'VB', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP$', 'NNS', '.']",present simple
"['VB', 'RP', 'DT', 'NN', '.']",present simple
"['VBZ', 'NN', 'JJ', '.']",present simple
"['IN', 'DT', 'NN', '.']",present simple
"['VBZ', 'EX', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'PDT', 'DT', 'NN', 'IN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', 'RB', 'RB', 'IN', 'NN', '.']",present simple
"['VBG', 'NN', 'VBZ', 'JJ', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'NNS', '.']",present simple
"['VB', 'PRP', 'DT', 'VBP', '.']",present simple
"['NNP', 'RB', 'VB', 'TO', 'VB', 'RB', 'IN', 'DT', 'JJ', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'RB', 'IN', 'DT', 'JJ', 'NN', '.']",present simple
"['VB', 'JJ', 'TO', 'VB', 'RB', 'IN', 'DT', 'JJ', 'NN', '.']",present simple
"['DT', 'NN', 'VBZ', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'WRB', 'NNS', 'MD', 'RB', 'VB', 'IN', 'PRP', '.']",present simple
"['VB', 'DT', 'NNS', 'IN', 'IN', 'NN', 'IN', 'NNS', '.']",present simple
"['VB', 'DT', 'NN', 'TO', 'PRP$', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'JJ', '.']",present simple
"['VB', 'NN', 'RB', 'IN', 'DT', 'NN', '.']",present simple
"['PRP', 'VBZ', 'NN', '.']",present simple
"['NNP', 'NN', 'IN', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', 'TO', 'VB', 'PRP', '.']",present simple
"['PRP', 'VBP', 'JJ', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'JJ', 'TO', 'PRP$', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'PRP$', 'NNS', 'IN', 'NN', '.']",present simple
"['RB', 'VBZ', 'DT', 'NN', 'IN', 'PRP$', 'NNS', '.']",present simple
"['NNP', 'RB', 'PRP$', 'NN', '.']",present simple
"['NNP', 'VBZ', 'NNS', '.']",present simple
"['NNP', 'VBZ', 'JJ', 'NNS', '.']",present simple
"['NNP', 'CC', 'VB', 'PRP', '.']",present simple
"['PRP', 'VBZ', 'NN', 'IN', 'NN', '.']",present simple
"['DT', 'NN', 'VBZ', 'RB', 'JJ', '.']",present simple
"['VB', 'PRP', 'VB', 'NN', 'IN', 'PRP', '.']",present simple
"['VB', 'IN', 'PRP', 'VB', 'PRP$', 'NN', 'IN', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'JJ', '.']",present simple
"['VB', 'TO', 'VB', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'NN', '.']",present simple
"['NNP', 'TO', 'PRP$', 'JJ', 'NN', '.']",present simple
"['NNP', 'JJ', 'NN', '.']",present simple
"['NNP', 'VBD', 'NNS', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'IN', 'DT', 'CD', 'NNS', 'IN', 'NN', 'RB', '.']",present simple
"['NNP', 'NN', '.']",present simple
"['NNP', 'NNS', 'RB', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'RB', 'RB', 'IN', 'PRP', 'VBP', 'TO', '.']",present simple
"['DT', 'PRP', 'VBP', 'VBZ', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'IN', 'PRP', 'VBP', 'NN', '.']",present simple
"['VB', 'NN', 'PRP', 'VBP', '.']",present simple
"['VBP', 'RB', 'VB', 'NN', 'IN', 'NN', '.']",present simple
"['VBZ', 'DT', 'NN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'JJ', 'DT', 'NN', '.']",present simple
"['NNP', 'CC', 'VB', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'PRP', 'VBP', 'PRP', 'TO', '.']",present simple
"['VB', 'PRP', 'VB', 'WRB', 'PRP', 'VBP', '.']",present simple
"['VB', 'PRP', 'RB', 'JJ', 'NNP', '.']",present simple
"['NNP', 'CC', 'VB', 'PRP', 'IN', 'NNP', 'JJ', 'NN', '.']",present simple
"['NNP', 'RB', 'JJ', 'NN', '.']",present simple
"['PRP', 'VBZ', 'JJ', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['VBP', 'VB', 'JJ', ',', 'NN', '.']",present simple
"['VB', 'PRP', 'JJ', '.']",present simple
"['VB', 'PRP', 'WRB', 'PRP', 'VBP', 'VBN', 'IN', '.']",present simple
"['NNP', 'RB', 'CC', 'VB', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'RB', '.', 'PRP', 'MD', 'VB', 'RP', 'RB', 'RB', 'IN', 'JJ', '.']",present simple
"['NNP', 'RB', 'RB', 'PRP', 'VBP', 'RB', 'VB', '.']",present simple
"['NNP', 'CD', 'NNS', 'CC', 'DT', 'NN', 'IN', 'NN', '.']",present simple
"['VB', 'PRP', 'IN', 'VBG', 'DT', 'NNS', '.']",present simple
"['IN', 'DT', 'NNS', '.']",present simple
"['PRP', 'VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['NNP', 'CD', 'NN', '.']",present simple
"['NNP', 'NN', 'RB', 'TO', 'VB', 'DT', 'NNS', '.']",present simple
"['NNP', 'DT', 'NN', 'IN', 'PRP', '.']",present simple
"['NNP', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'VBZ', 'VBG', 'RBR', 'JJ', 'NNS', '.']",present simple
"['VB', 'NN', 'IN', 'DT', 'NN', 'CC', 'VB', 'PRP', 'WDT', 'PRP', 'RB', 'VBP', '.']",present simple
"['NNP', 'RP', '.']",present simple
"['VBP', 'RB', 'VB', 'RP', '.']",present simple
"['VB', 'RP', '.']",present simple
"['VB', 'RP', '.']",present simple
"['NNP', 'RP', ',', 'NN', '.']",present simple
"['RB', 'VBP', 'NNS', 'IN', 'VBG', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['VB', 'PRP', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', ',', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'JJ', 'NN', 'WRB', 'PRP', 'VBP', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'NN', '.', 'PRP', 'VBP', 'IN', 'NN', '.']",present simple
"['DT', 'NNS', 'VBP', 'RB', 'IN', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'NNS', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'NNS', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'NNS', '.']",present simple
"['VB', 'PRP', 'IN', 'DT', 'NNS', '.']",present simple
"['NNP', 'JJ', 'TO', 'PRP$', 'NNS', '.']",present simple
"['PRP$', 'NNS', 'VBP', 'JJ', '.']",present simple
"['VB', 'DT', 'NNS', 'RB', 'IN', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'JJ', '.']",present simple
"['VB', 'PRP$', 'NN', 'RB', '.']",present simple
"['VB', 'PRP$', 'NNS', 'TO', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', 'IN', 'PRP$', 'NNS', ',', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['DT', 'NN', 'VBZ', 'JJ', '.']",present simple
"['PRP', 'VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['JJ', 'NN', 'NNS', 'VBP', 'JJ', '.']",present simple
"['JJ', 'NNS', 'VBP', 'RB', 'JJ', 'NN', '.']",present simple
"['NNP', 'NN', 'PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'RB', '.']",present simple
"['PRP$', 'NN', 'VBZ', 'DT', 'VBN', '.']",present simple
"['NNP', 'VBZ', 'JJ', '.']",present simple
"['PRP', 'VBZ', 'JJ', 'JJ', 'NN', '.']",present simple
"['NNP', 'CC', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['NNP', 'PRP', 'DT', 'JJ', 'NN', '.']",present simple
"['VB', 'JJ', '.']",present simple
"['DT', 'NN', 'VBZ', 'NN', 'JJ', '.']",present simple
"['VB', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNS', 'VBP', 'TO', 'VB', 'NN', '.']",present simple
"['IN', 'PRP$', 'NNS', '.']",present simple
"['PRP', 'VBZ', 'TO', 'VB', 'JJ', '.']",present simple
"['NN', 'IN', 'DT', 'NN', 'VBG', 'IN', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'IN', 'DT', 'NN', '.']",present simple
"['DT', 'NN', 'VBZ', 'JJ', 'IN', 'NN', '.']",present simple
"['VBZ', 'DT', 'NN', '.']",present simple
"['VB', 'IN', 'NN', ',', 'NN', '.']",present simple
"['VB', 'IN', 'NN', '.']",present simple
"['NNS', 'VBP', 'IN', 'NN', '.']",present simple
"['DT', 'NNS', 'VBP', 'IN', 'NN', '.']",present simple
"['NNP', 'RB', 'IN', 'CD', ',', 'RB', 'IN', '.']",present simple
"['VB', 'PRP', 'IN', 'NN', ',', 'NN', '.']",present simple
"['NNP', 'IN', 'RB', 'WRB', 'VBN', 'TO', '.']",present simple
"['VBP', 'RB', 'VB', '.']",present simple
"['VB', 'RP', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']",present simple
"['PRP', 'VBZ', 'DT', 'JJ', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'VBG', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', 'NN', '.']",present simple
"['VBG', 'PRP$', 'NN', 'RB', 'CC', 'NN', '.']",present simple
"['VB', 'VB', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'VB', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'VB', 'IN', 'PRP$', 'NN', '.', 'PRP', 'MD', 'RB', 'VB', 'NNS', 'VBG', 'PRP', '.']",present simple
"['NNP', 'DT', 'NNS', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'NN', 'CD', '.']",present simple
"['NNP', 'JJ', 'NN', '.']",present simple
"['NNP', 'JJ', 'NNS', '.']",present simple
"['VBP', 'RB', 'NN', 'DT', 'NN', '.', 'PRP', 'VBP', 'TO', 'VB', 'PRP', 'VB', 'RB', 'RB', 'IN', 'JJ', '.']",present simple
"['NNP', 'RP', 'DT', 'PRP$', 'NN', '.']",present simple
"['NNP', 'VBZ', 'JJ', 'NN', '.']",present simple
"['VB', 'IN', 'PDT', 'DT', 'NNS', 'VBG', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'RP', '.']",present simple
"['NNP', 'VBG', 'RP', 'VBG', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'PRP', 'PRP', '.']",present simple
"['VB', 'PRP', 'IN', 'PRP', '.']",present simple
"['VB', 'DT', 'JJ', 'NN', '.', 'PRP', 'MD', 'VB', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', 'IN', 'NN', '.']",present simple
"['VB', 'DT', 'JJ', 'NN', 'WRB', 'NN', 'VBZ', 'IN', 'IN', 'PRP$', 'CC', 'PRP$', 'NN', 'TO', 'VB', 'PRP', '.']",present simple
"['PRP', 'VBZ', 'DT', 'JJ', '.']",present simple
"['PRP', 'VBZ', 'DT', 'JJ', 'NN', '.']",present simple
"['NNP', 'RB', 'WP', 'DT', 'NNS', 'VBP', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'TO', 'VB', '.']",present simple
"['VB', 'DT', 'NN', 'IN', '.']",present simple
"['PRP', 'VBZ', 'NNP', '.']",present simple
"['VB', 'DT', 'RB', ',', 'RB', 'RB', '.']",present simple
"['DT', 'NNS', ',', 'JJ', 'NN', '.']",present simple
"['NNP', 'TO', 'VB', 'PRP', 'RP', 'IN', 'PRP', 'VBZ', 'NN', '.']",present simple
"['DT', 'VBZ', 'JJ', ',', 'VBZ', 'RB', 'PRP', '.']",present simple
"['NNP', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'PRP', '.']",present simple
"['DT', 'NN', 'VBZ', 'JJ', '.']",present simple
"['PRP', 'VBP', 'TO', 'VB', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['VBZ', 'PRP$', 'NN', 'NN', '.']",present simple
"['NNP', 'IN', '.']",present simple
"['VBN', 'IN', 'IN', '.']",present simple
"['PRP', 'VBP', 'RB', 'VB', '.']",present simple
"['PRP', 'VBP', 'RB', 'VB', 'PRP', '.']",present simple
"['PRP', 'VBZ', 'RB', '.']",present simple
"['PRP', 'VBP', 'NNS', '.']",present simple
"['NNP', 'DT', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'PRP$', 'NNS', 'IN', 'CD', 'NN', '.']",present simple
"['NN', 'VBZ', 'NNS', '.']",present simple
"['IN', 'DT', 'NN', 'VBZ', 'IN', 'NN', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['PRP', 'VBD', 'JJ', '.']",present simple
"['VB', 'VB', 'IN', 'PRP$', 'NN', '.']",present simple
"['NN', 'VBZ', 'JJ', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['NNS', 'VBP', 'JJ', '.']",present simple
"['DT', 'NN', 'VBZ', 'JJ', '.']",present simple
"['PRP', 'VBP', 'NNPS', '.']",present simple
"['DT', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['DT', 'VBZ', 'RB', 'JJ', '.']",present simple
"['PRP$', 'NN', 'VBZ', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['EX', 'VBP', 'JJ', 'NNS', '.']",present simple
"['PRP', 'VBZ', 'DT', 'JJ', 'NN', '.']",present simple
"['DT', 'NN', 'VBZ', 'JJ', '.']",present simple
"['DT', 'NN', 'VBZ', 'VBN', '.']",present simple
"['DT', 'NN', 'VBZ', 'NNP', 'POS', '.']",present simple
"['WP', 'VBZ', 'IN', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'NNP', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['PRP', 'VBD', 'CD', 'NNS', '.']",present simple
"['PRP', 'VBP', 'VBN', 'NNS', '.']",present simple
"['DT', 'NN', 'VBZ', 'JJ', '.']",present simple
"['PRP', 'VBP', 'JJ', '.']",present simple
"['VB', 'DT', 'CC', 'DT', '.']",present simple
"['DT', 'NN', 'VBZ', 'RB', 'JJ', '.']",present simple
